Node root,Node ID,Part 1,Part 2,Node Path,Translate,Node Id in UK,Node Id in DE,Node Id in FR,Node Id in IT
es-apparel,1909407031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Faldas y faldas pantalón,/Categories/Baby/Girls up to 24 months/Skirts and culottes,1730721031,1981090031,465007031,1806507031
es-apparel,1909409031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa para dormir y batas/Camisones,/Categories/Baby/Girls up to 24 months/Sleepwear and robes/Nightgowns,1730723031,1981092031,465019031,1806509031
es-apparel,1909410031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa para dormir y batas/Pantalones de pijama,/Categories/Baby/Girls up to 24 months/Sleepwear and robes/Pajama pants,1730724031,1981093031,465016031,1806510031
es-apparel,1909411031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa para dormir y batas/Pijamas enteros,/Categories/Baby/Girls up to 24 months/Sleepwear and robes/One-piece pajamas,1730725031,1981094031,465017031,1806511031
es-apparel,1909412031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa para dormir y batas/Camisas de pijama,/Categories/Baby/Girls up to 24 months/Sleepwear and robes/Pajama shirts,1730726031,1981095031,465015031,1806512031
es-apparel,1909413031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa para dormir y batas/Batas y albornoces,/Categories/Baby/Girls up to 24 months/Sleepwear and robes/Robes and bathrobes,1730727031,1981096031,465020031,1806513031
es-apparel,1909414031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa para dormir y batas/Sacos de dormir,/Categories/Baby/Girls up to 24 months/Sleepwear and robes/Sleeping bags,1730728031,1981097031,465021031,1806514031
es-apparel,1909415031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa para dormir y batas/Peleles para dormir,/Categories/Baby/Girls up to 24 months/Sleepwear and robes/Sleepsuits,1730729031,1981098031,2308671031,1806515031
es-apparel,1909417031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa de nieve y lluvia/Pantalones impermeables,/Categories/Baby/Girls up to 24 months/Snow and rain gear/Waterproof trousers,1730731031,1981100031,465013031,1806517031
es-apparel,1909418031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa de nieve y lluvia/Chaquetas impermeables,/Categories/Baby/Girls up to 24 months/Snow and rain gear/Waterproof jackets,1730732031,1981101031,495169031,1806518031
es-apparel,1909419031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa de nieve y lluvia/Pantalones y monos para la nieve,/Categories/Baby/Girls up to 24 months/Snow and rainwear/Snow pants and overalls,1730733031,1981102031,495168031,1806519031
es-apparel,1909420031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa de nieve y lluvia/Trajes de nieve,/Categories/Baby/Girls up to 24 months/Snow and rain gear/Snow suits,1730734031,1981103031,495167031,1806520031
es-apparel,1909422031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Calcetines y medias/Calentadores,/Categories/Baby/Girls up to 24 months/Socks and tights/Leg warmers,1730736031,1981105031,465025031,1806522031
es-apparel,1909423031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Calcetines y medias/Calcetines,/Categories/Baby/Girls up to 24 months/Socks and tights/Socks,1730737031,1981106031,465023031,1806523031
es-apparel,1909424031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Calcetines y medias/Medias,/Categories/Baby/Girls up to 24 months/Socks and tights/Tights,1730738031,1981107031,465024031,1806524031
es-apparel,1909426031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Trajes de baño/Túnicas,/Categories/Baby/Girls up to 24 months/Swimsuits/Tunics,1730741031,1981110031,465035031,1806526031
es-apparel,1909427031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Trajes de baño/Bañadores,/Categories/Baby/Girls up to 24 months/Swimwear/Bathsuits,1730742031,1981111031,465032031,1806527031
es-apparel,1909428031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Trajes de baño/Pañales para nadar,/Categories/Baby/Girls up to 24 months/Swimsuits/Swim diapers,1730743031,1981112031,465036031,1806528031
es-apparel,1909429031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Trajes de baño/Dos piezas,/Categories/Baby/Girls up to 24 months/Swimsuits/Two-piece,1730744031,1981113031,465033031,1806529031
es-apparel,1909431031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Partes de arriba/Blusas,/Categories/Baby/Girls up to 24 months/Tops/Blouses,1730746031,1981115031,464995031,1806531031
es-apparel,1909432031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Partes de arriba/Polos,/Categories/Baby/Girls up to 24 months/Tops/Polo shirts,1730747031,1981116031,464994031,1806532031
es-apparel,1909433031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Partes de arriba/Camisetas sin mangas,/Categories/Baby/Girls up to 24 months/Tops/Tank tops,1730749031,1981118031,2308669031,1806533031
es-apparel,1909434031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Partes de arriba/Camisetas,/Categories/Baby/Girls up to 24 months/Tops/T-shirts,1730748031,1981117031,464993031,1806534031
es-apparel,1909435031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Pantalones,/Categories/Baby/Girls up to 24 months/Pants,1730750031,1981119031,465005031,1806535031
es-apparel,1909437031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa interior/Braguitas bordadas,/Categories/Baby/Girls up to 24 months/Underwear/Embroidered Panties,1730752031,1981121031,465029031,1806537031
es-apparel,1909438031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa interior/Conjuntos,/Categories/Baby/Girls up to 24 months/Underwear/Sets,1730753031,1981122031,465030031,1806538031
es-apparel,1909439031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa interior/Braguitas de entrenamiento,/Categories/Baby/Girls up to 24 months/Underwear/Training panties,1730754031,1981123031,465028031,1806539031
es-apparel,1909440031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa interior/Camisetas interiores,/Categories/Baby/Girls up to 24 months/Underwear/Undershirts,1730755031,1981124031,465027031,1806540031
es-apparel,1909468031,,,/Categorías/Mujer/Ropa premamá/Deporte/Camisas y camisetas deportivas,/Categories/Women/Maternity wear/Sports/Sports shirts and t-shirts,1731406031,1981776031,464769031,1806564031
es-apparel,1909469031,,,/Categorías/Mujer/Ropa premamá/Deporte/Pantalones cortos deportivos,/Categories/Women/Maternity wear/Sports/Sports shorts,1731407031,1981777031,464771031,1806565031
es-apparel,1909470031,,,/Categorías/Mujer/Ropa premamá/Deporte/Faldas de deporte,/Categories/Women/Maternity Clothes/Sports/Sports Skirts,1731408031,1981778031,464772031,1806566031
es-apparel,1909471031,,,/Categorías/Mujer/Ropa premamá/Deporte/Pantalones de deporte,/Categories/Women/Maternity Clothes/Sportswear/Sports Trousers,1731409031,1981779031,464770031,1806567031
es-apparel,1909472031,,,/Categorías/Mujer/Ropa premamá/Blusas y camisas,/Categories/Women/Maternity Clothes/Blouses and Shirts,1731410031,1981780031,214947031,1806568031
es-apparel,1909473031,,,/Categorías/Mujer/Ropa premamá/Vestidos,/Categories/Women/Maternity Clothes/Dresses,1731411031,1981781031,214949031,1806569031
es-apparel,1909474031,,,/Categorías/Mujer/Ropa premamá/Sudaderas con capucha,/Categories/Women/Maternity Clothes/Hoodies,1731412031,1981782031,464765031,1806570031
es-apparel,1909475031,,,/Categorías/Mujer/Ropa premamá/Vaqueros,/Categories/Women/Maternity Clothes/Jeans,1731413031,1981783031,464774031,1806571031
es-apparel,1909477031,,,/Categorías/Mujer/Ropa premamá/Punto/Rebecas,/Categories/Women/Maternity wear/Knitwear/Cardigans,1731415031,1981785031,464762031,1806573031
es-apparel,1909478031,,,/Categorías/Mujer/Ropa premamá/Punto/Chalecos,/Categories/Women/Maternity wear/Knitwear/Vests,1731416031,1981786031,464764031,1806574031
es-apparel,1909479031,,,/Categorías/Mujer/Ropa premamá/Punto/Jerseys,/Categories/Women/Maternity wear/Knitwear/Sweaters,1731417031,1981787031,464763031,1806575031
es-apparel,1909480031,,,/Categorías/Mujer/Ropa premamá/Punto/Camisetas sin mangas,/Categories/Women/Maternity Clothes/Knitwear/Sleeveless Tops,1731418031,1981788031,2308733031,1806576031
es-apparel,1909481031,,,/Categorías/Mujer/Ropa premamá/Leggings,/Categories/Women/Maternity Clothes/Leggings,1731419031,1981789031,464776031,1806577031
es-apparel,1909483031,,,/Categorías/Mujer/Ropa premamá/Lencería y ropa interior/Fajas de embarazo,/Categories/Women/Maternity wear/Lingerie and underwear/Maternity support belts,1731421031,1981791031,214957031,1806579031
es-apparel,1909484031,,,/Categorías/Mujer/Ropa premamá/Lencería y ropa interior/Braguitas,/Categories/Women/Maternity wear/Lingerie and underwear/Panties,1731422031,1981792031,214954031,1806580031
es-apparel,1909485031,,,/Categorías/Mujer/Ropa premamá/Lencería y ropa interior/Conjuntos de lencería,/Categories/Women/Maternity wear/Lingerie and underwear/Lingerie sets,1731423031,1981793031,474356031,1806581031
es-apparel,1909486031,,,/Categorías/Mujer/Ropa premamá/Lencería y ropa interior/Sujetadores premamá y de lactancia,/Categories/Women/Maternity wear/Lingerie and underwear/Maternity and nursing bras,1731424031,1981794031,214953031,1806582031
es-apparel,1909488031,,,/Categorías/Mujer/Ropa premamá/Ropa para dormir/Pantalones de pijama,/Categories/Women/Maternity Clothes/Sleepwear/Pajama Pants,1731426031,1981796031,464794031,1806584031
es-apparel,1909489031,,,/Categorías/Mujer/Ropa premamá/Ropa para dormir/Camisones y saltos de cama,/Categories/Women/Maternity wear/Sleepwear/Nightgowns and nightgowns,1731427031,1981797031,2308734031,1806585031
es-apparel,1909490031,,,/Categorías/Mujer/Ropa premamá/Ropa para dormir/Pijamas enteros,/Categories/Women/Maternity wear/Sleepwear/Onesie pajamas,1731428031,1981798031,464795031,1806586031
es-apparel,1909491031,,,/Categorías/Mujer/Ropa premamá/Ropa para dormir/Camisas de pijamas,/Categories/Women/Maternity Wear/Sleepwear/Pajama Shirts,1731429031,1981799031,464793031,1806587031
es-apparel,1909493031,,,/Categorías/Mujer/Ropa premamá/Ropa de abrigo/Abrigos,/Categories/Women/Maternity wear/Outerwear/Coats,1731431031,1981801031,464783031,1806589031
es-apparel,1909494031,,,/Categorías/Mujer/Ropa premamá/Ropa de abrigo/Chalecos,/Categories/Women/Maternity wear/Outerwear/Vests,1731432031,1981802031,464785031,1806590031
es-apparel,1909495031,,,/Categorías/Mujer/Ropa premamá/Ropa de abrigo/Chaquetas,/Categories/Women/Maternity wear/Outerwear/Jackets,1731433031,1981803031,464784031,1806591031
es-apparel,1909496031,,,/Categorías/Mujer/Ropa premamá/Pantalones de peto,/Categories/Women/Maternity Clothes/Overalls,1731434031,1981804031,2308735031,1806592031
es-apparel,1909497031,,,/Categorías/Mujer/Ropa premamá/Bermudas,/Categories/Women/Maternity Clothes/Bermuda Shorts,1731435031,1981805031,464777031,1806593031
es-apparel,1909498031,,,/Categorías/Mujer/Ropa premamá/Faldas,/Categories/Women/Maternity Clothes/Skirts,1731436031,1981806031,214956031,1806594031
es-apparel,1909499031,,,/Categorías/Mujer/Ropa premamá/Trajes y americanas,/Categories/Women/Maternity Wear/Suits and Blazers,1731437031,1981807031,464781031,1806595031
es-apparel,1909500031,,,/Categorías/Mujer/Ropa premamá/Sudaderas,/Categories/Women/Maternity Clothes/Sweatshirts,1731438031,1981808031,464768031,1806596031
es-apparel,1909503031,,,/Categorías/Mujer/Ropa premamá/Trajes de baño/Bikinis/Partes de abajo,/Categories/Women/Maternity Clothes/Swimwear/Bikinis/Bottoms,1731441031,1981811031,2308729031,1806599031
es-apparel,1909504031,,,/Categorías/Mujer/Ropa premamá/Trajes de baño/Bikinis/Conjuntos,/Categories/Women/Maternity Clothes/Swimwear/Bikinis/Sets,1731442031,1981812031,2308730031,1806600031
es-apparel,1909505031,,,/Categorías/Mujer/Ropa premamá/Trajes de baño/Bikinis/Partes de arriba,/Categories/Women/Maternity Clothes/Swimwear/Bikinis/Tops,1731443031,1981813031,2308731031,1806601031
es-apparel,1909506031,,,/Categorías/Mujer/Ropa premamá/Trajes de baño/Túnicas y pareos,/Categories/Women/Maternity wear/Swimwear/Tunics and sarongs,1731444031,1981814031,464804031,1806602031
es-apparel,1909507031,,,/Categorías/Mujer/Ropa premamá/Trajes de baño/Bañadores,/Categories/Women/Maternity Clothes/Swimsuits/Bathrooms,1731445031,1981815031,464801031,1806603031
es-apparel,1909508031,,,/Categorías/Mujer/Ropa premamá/Trajes de baño/Shorts,/Categories/Women/Maternity Clothes/Swimwear/Shorts,1731446031,1981816031,2308732031,1806604031
es-apparel,1909509031,,,/Categorías/Mujer/Ropa premamá/Trajes de baño/Tankinis,/Categories/Women/Maternity wear/Swimsuits/Tankinis,1731447031,1981817031,464802031,1806605031
es-apparel,1909510031,,,/Categorías/Mujer/Ropa premamá/Medías y calcetines,/Categories/Women/Maternity Clothes/Tights and Socks,1731448031,1981818031,214958031,1806606031
es-apparel,1909512031,,,/Categorías/Mujer/Ropa premamá/Partes de arriba/Camisetas de manga larga,/Categories/Women/Maternity Clothes/Tops/Long Sleeve T-shirts,1731450031,1981820031,2308727031,1806608031
es-apparel,1909513031,,,/Categorías/Mujer/Ropa premamá/Partes de arriba/Polos,/Categories/Women/Maternity Clothes/Tops/Polo Shirts,1731451031,1981821031,2308728031,1806609031
es-apparel,1909514031,,,/Categorías/Mujer/Ropa premamá/Partes de arriba/Camisetas,/Categories/Women/Maternity Clothes/Tops/T-shirts,1731452031,1981822031,214946031,1806610031
es-apparel,1909515031,,,/Categorías/Mujer/Ropa premamá/Partes de arriba/Camisetas de tirantes,/Categories/Women/Maternity Clothes/Tops/Tank Tops,1731453031,1981823031,464759031,1806611031
es-apparel,1909516031,,,/Categorías/Mujer/Ropa premamá/Pantalones,/Categories/Women/Maternity Clothes/Pants,1731454031,1981824031,214945031,1806612031
es-apparel,2949300031,,,/Categorías/Bebé/Niños de hasta 24 meses/Ropa de deporte/Pantalones de deporte,/Categories/Baby/Children up to 24 months/Sportswear/Sports trousers,1730646031,1981015031,465057031,1806431031
es-apparel,2949301031,,,/Categorías/Bebé/Niños de hasta 24 meses/Ropa de deporte/Sudaderas con capucha,/Categories/Baby/Children up to 24 months/Sportswear/Hoodies,1730647031,1981016031,465054031,1806432031
es-apparel,2949302031,,,/Categorías/Bebé/Niños de hasta 24 meses/Ropa de deporte/Conjuntos deportivos,/Categories/Baby/Children up to 24 months/Sportswear/Sports sets,1730648031,1981017031,465058031,1806433031
es-apparel,2949303031,,,/Categorías/Bebé/Niños de hasta 24 meses/Ropa de deporte/Sudaderas de deporte,/Categories/Baby/Children up to 24 months/Sportswear/Sports sweatshirts,1730649031,1981018031,465055031,1806434031
es-apparel,2949304031,,,/Categorías/Bebé/Niños de hasta 24 meses/Ropa de deporte/Chaquetas deportivas,/Categories/Baby/Children up to 24 months/Sportswear/Sports jackets,1730650031,1981019031,465056031,1806435031
es-apparel,2949306031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa de deporte/Pantalones de deporte,/Categories/Baby/Girls up to 24 months/Sportswear/Sports trousers,1730708031,1981077031,465001031,1806493031
es-apparel,2949307031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa de deporte/Sudaderas con capucha,/Categories/Baby/Girls up to 24 months/Sportswear/Hoodies,1730709031,1981078031,464998031,1806494031
es-apparel,2949308031,,,/Categorías/Bebé/Niñas de hasta 24 meses/Ropa de deporte/Conjuntos deportivos,/Categories/Baby/Girls up to 24 months/Sportswear/Sports sets,1730710031,1981079031,465002031,1806495031
